UKPRN,Provider Name,Provider Type,Completions 13/14,Bottom Quintile 13/14,Second Quintile 13/14,Third Quintile 13/14,Fourth Quintile 13/14,Top Quintile 13/14,Completions 14/15,Bottom Quintile 14/15,Second Quintile 14/15,Third Quintile 14/15,Fourth Quintile 14/15,Top Quintile 14/15,Completions 15/16,Bottom Quintile 15/16,Second Quintile 15/16,Third Quintile 15/16,Fourth Quintile 15/16,Top Quintile 15/16
10002565,FRANCESCO GROUP (HOLDINGS) LIMITED,Private Sector Public Funded,100,0,0,38,0,62,130,0,0,0,0,100,140,0,0,0,0,100
10002570,FRANKLIN COLLEGE,Other,620,26,5,34,35,0,410,16,45,19,0,20,350,52,0,25,9,14
10025915,FREEMAN COLLEGE,Private Sector Public Funded,20,0,0,100,0,0,x,x,x,x,x,x,x,x,x,x,x,x
10002578,FRIENDS CENTRE,Private Sector Public Funded,310,3,60,9,25,3,200,69,20,0,0,10,130,0,53,8,28,11
10002599,FURNESS COLLEGE,General FE College incl Tertiary,1070,36,8,19,4,32,680,16,35,12,8,29,520,21,17,7,8,47
10002613,FUTURE-WIZE LIMITED,Private Sector Public Funded,150,0,0,10,22,67,140,15,0,9,0,76,30,0,0,0,0,100
10002618,G B TRAINING (UK) LTD,Private Sector Public Funded,120,22,0,48,0,30,380,71,21,0,0,8,700,43,38,0,0,20
10000789,G.R. & M.M. BLACKLEDGE PLC,Private Sector Public Funded,110,0,0,0,31,69,80,20,0,0,80,0,90,0,61,27,0,12
10005728,G4S CARE AND JUSTICE SERVICES (UK) LIMITED,Private Sector Public Funded,.,.,.,.,.,.,50,0,0,0,0,100,.,.,.,.,.,.
10002638,GATESHEAD COLLEGE,General FE College incl Tertiary,9380,28,5,25,34,9,8440,8,20,42,21,10,6650,2,7,33,37,21
10002639,GATESHEAD COUNCIL,Other Public Funded,1720,43,29,7,12,8,1530,66,9,13,4,8,1410,41,30,9,13,7
10002642,GATEWAY SIXTH FORM COLLEGE,Other,100,35,0,10,0,55,110,11,0,11,24,54,100,0,0,0,10,90
10002655,GENII ENGINEERING & TECHNOLOGY TRAINING LIMITED,Private Sector Public Funded,300,6,0,0,16,78,400,0,3,14,53,30,440,4,0,3,24,69
10012171,GHQ TRAINING LIMITED,Private Sector Public Funded,80,0,18,16,66,0,170,13,53,0,0,34,200,31,15,33,14,7
10039882,GI GROUP RECRUITMENT LTD,Private Sector Public Funded,.,.,.,.,.,.,210,11,82,0,0,7,290,81,0,0,0,19
10020867,GK TRAINING SERVICES LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10025914,GLASSHOUSE COLLEGE,Private Sector Public Funded,20,0,100,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x
10002696,GLOUCESTERSHIRE COLLEGE,General FE College incl Tertiary,5490,2,25,16,24,33,4220,14,9,40,10,27,3190,3,9,25,41,22
10002697,GLOUCESTERSHIRE COUNTY COUNCIL,Other Public Funded,720,38,15,12,11,23,420,75,0,0,11,14,340,59,32,0,0,10
10002704,GLOUCESTERSHIRE ENGINEERING TRAINING LIMITED,Private Sector Public Funded,.,.,.,.,.,.,70,0,0,0,0,100,70,0,0,0,0,100
10002710,GODALMING COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10019262,GORDON FRANKS,Private Sector Public Funded,50,0,0,35,0,65,.,.,.,.,.,.,.,.,.,.,.,.
10043571,GORDON FRANKS TRAINING LIMITED,Private Sector Public Funded,.,.,.,.,.,.,80,12,0,17,56,15,80,54,0,23,0,24
10036952,GP STRATEGIES TRAINING LIMITED,Private Sector Public Funded,3610,37,3,25,27,8,4910,39,51,6,0,4,5040,4,65,26,0,5
10002743,GRANTHAM COLLEGE,General FE College incl Tertiary,890,27,25,9,7,31,900,12,0,22,21,46,640,13,8,37,8,34
10002755,GREAT YARMOUTH COLLEGE,General FE College incl Tertiary,1070,23,7,28,6,36,1030,12,3,30,21,33,720,13,5,41,2,39
10020561,GREATER MERSEYSIDE LEARNING PROVIDERS' FEDERATION LIMITED,Private Sector Public Funded,x,x,x,x,x,x,30,38,0,0,62,0,x,x,x,x,x,x
10038020,GREEN INC (EU) LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10002767,GREENBANK PROJECT (THE),Private Sector Public Funded,140,9,68,23,0,0,140,0,0,0,93,7,120,0,9,0,91,0
10026002,GREENBANK SERVICES LIMITED,Private Sector Public Funded,90,25,63,0,0,12,10,0,100,0,0,0,x,x,x,x,x,x
10002770,GREENHEAD COLLEGE,Other,.,.,.,.,.,.,x,x,x,x,x,x,.,.,.,.,.,.
10002780,GREENWICH COMMUNITY COLLEGE,General FE College incl Tertiary,2710,34,11,4,18,32,1870,23,16,28,15,18,1340,4,17,30,39,10
10007938,GRIMSBY INSTITUTE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,7100,21,15,21,21,22,6280,7,10,29,40,14,4680,2,32,7,50,9
10021185,GROUNDWORK SOUTH TYNESIDE AND NEWCASTLE,Private Sector Public Funded,.,.,.,.,.,.,20,0,0,100,0,0,10,100,0,0,0,0
10032778,GSS SOLUTIONS LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10033155,GTA ENGLAND LIMITED,Private Sector Public Funded,390,4,11,19,46,20,.,.,.,.,.,.,.,.,.,.,.,.
10002815,GUILDFORD COLLEGE,General FE College incl Tertiary,3000,12,4,28,38,18,3660,2,4,8,18,67,2440,1,63,14,4,18
10002835,HACKNEY COMMUNITY COLLEGE,General FE College incl Tertiary,4090,41,17,15,16,11,2970,21,28,37,2,12,2650,37,13,15,23,12
10010792,HACKNEY LONDON BOROUGH COUNCIL,Other Public Funded,840,89,0,0,0,11,870,91,0,0,0,9,680,71,23,2,0,4
10002841,HADDON TRAINING LIMITED,Private Sector Public Funded,220,83,17,0,0,0,230,78,0,22,0,0,310,62,0,33,0,5
10002843,HADLOW COLLEGE,Special Colleges,460,0,14,34,43,9,480,2,18,25,40,15,510,13,16,34,37,0
10002850,HAIR ACADEMY SOUTH WEST LIMITED,Private Sector Public Funded,180,100,0,0,0,0,130,47,53,0,0,0,90,50,0,0,50,0
10002834,HAIR AND BEAUTY INDUSTRY TRAINING LIMITED,Private Sector Public Funded,60,69,31,0,0,0,60,100,0,0,0,0,70,78,0,0,0,22
10002852,HALESOWEN COLLEGE,General FE College incl Tertiary,1340,21,6,9,2,63,1380,55,9,14,6,16,710,23,27,9,20,21
10002861,HALTON BOROUGH COUNCIL,Other Public Funded,500,29,49,17,5,0,470,57,0,16,24,2,320,75,0,0,0,25
10002868,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,Other Public Funded,1350,48,7,32,2,11,1010,49,36,0,13,3,820,11,69,0,7,13
10002872,HAMPSHIRE COUNTY COUNCIL,Other Public Funded,370,37,28,12,9,13,120,52,0,9,39,0,120,69,15,16,0,0
10002859,HARINGEY LONDON BOROUGH COUNCIL,Other Public Funded,1020,35,0,9,37,19,950,30,23,31,0,16,740,44,44,7,0,5
10040630,HARINGEY SIXTH FORM CENTRE,Other Public Funded,10,100,0,0,0,0,20,0,0,100,0,0,10,0,100,0,0,0
10002896,HARINGTON SCHEME LIMITED(THE),Private Sector Public Funded,20,0,0,0,100,0,20,0,0,100,0,0,20,0,100,0,0,0
10002899,HARLOW COLLEGE,General FE College incl Tertiary,3930,13,20,4,60,2,3210,16,32,46,2,3,2560,46,32,3,2,17
10002907,HARROW COLLEGE,General FE College incl Tertiary,3670,33,35,6,5,21,3350,36,42,7,3,12,3160,29,13,31,19,9
10002910,HARROW LONDON BOROUGH COUNCIL,Other Public Funded,400,81,0,0,0,19,380,96,4,0,0,0,250,100,0,0,0,0
10002916,HARTLEPOOL BOROUGH COUNCIL,Other Public Funded,560,28,68,2,0,2,370,29,29,12,17,13,530,68,6,0,4,22
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,3190,60,8,8,13,10,2240,15,47,23,8,7,1790,2,7,65,14,11
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10002919,HARTPURY COLLEGE,Special Colleges,1870,1,3,1,35,60,1690,2,0,2,45,51,1210,3,0,1,49,47
10002929,HAVANT COLLEGE,Other,420,36,17,11,16,19,330,21,31,16,25,8,260,21,17,22,16,24
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,4480,17,38,19,18,8,5520,19,33,15,14,19,3490,33,23,3,33,8
10003993,HAVERING LONDON BOROUGH COUNCIL,Other Public Funded,1210,7,23,4,56,10,1060,43,4,5,40,8,980,37,21,28,5,9
10002937,HAVERING SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10009600,HAWK MANAGEMENT (UK) LIMITED,Private Sector Public Funded,920,12,27,29,1,32,1090,57,14,0,23,6,1270,17,47,0,25,11
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,x,x,x,x,x,x
10030120,HAYS TRAVEL LIMITED,Private Sector Public Funded,100,0,25,0,36,39,60,0,0,0,27,73,110,0,0,0,0,100
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.,.,.
10021665,HEALTH & SAFETY TRAINING LIMITED,Private Sector Public Funded,810,0,46,0,4,51,860,2,8,24,55,11,540,0,49,0,9,42
10022133,HEALTH AND FITNESS EDUCATION LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,70,0,0,0,100,0
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,Other Public Funded,290,4,0,18,33,44,280,13,30,0,0,57,210,5,0,0,40,54
10002976,HEART OF ENGLAND TRAINING LIMITED,Private Sector Public Funded,590,8,19,17,8,48,490,11,0,10,0,79,560,0,9,15,7,70
10007977,HEART OF WORCESTERSHIRE COLLEGE,General FE College incl Tertiary,2710,12,4,9,38,37,4760,4,12,17,25,43,3660,3,6,21,55,15
10002979,HEATHERCROFT TRAINING SERVICES LIMITED,Private Sector Public Funded,140,55,25,0,0,21,130,0,0,0,35,65,120,9,25,0,10,56
10003010,HENLEY COLLEGE COVENTRY,General FE College incl Tertiary,2410,11,13,12,25,39,1670,10,29,12,3,45,1260,18,16,14,2,51
10012814,HENSHAW'S COLLEGE,Other Public Funded,20,100,0,0,0,0,10,100,0,0,0,0,20,100,0,0,0,0
10003019,HERBERT OF LIVERPOOL (TRAINING) LTD,Private Sector Public Funded,80,84,0,0,0,16,110,66,0,0,0,34,.,.,.,.,.,.
10003022,HEREFORD COLLEGE OF ARTS,Special Colleges,60,0,0,0,0,100,60,0,0,63,37,0,50,0,100,0,0,0
10003021,HEREFORD SIXTH FORM COLLEGE,Other,30,45,0,0,0,55,20,0,0,0,100,0,20,0,0,0,0,100
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,General FE College incl Tertiary,2320,5,2,1,20,71,2160,2,5,7,3,82,2920,4,4,5,6,81
10003025,HEREFORDSHIRE COUNCIL,Other Public Funded,110,26,0,26,28,21,180,57,10,0,23,10,170,86,0,14,0,0
10003026,HEREFORDSHIRE GROUP TRAINING ASSOCIATION LIMITED,Private Sector Public Funded,220,0,55,0,0,45,160,0,0,0,66,34,210,66,0,0,0,34
10003029,HEREWARD COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,290,14,0,48,6,31,250,7,0,0,57,36,290,0,0,54,0,46
10003035,HERTFORD REGIONAL COLLEGE,General FE College incl Tertiary,2440,21,3,32,28,15,2210,14,20,9,31,25,1770,13,9,19,52,7
10003039,HERTFORDSHIRE COUNTY COUNCIL,Other Public Funded,1560,26,15,0,12,46,1100,34,10,0,56,0,760,38,13,49,0,0
10007945,HIGHBURY COLLEGE PORTSMOUTH,General FE College incl Tertiary,3300,19,33,2,30,16,2300,23,23,6,18,30,2460,30,39,2,16,13
10003085,HILL HOLT WOOD,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10003088,HILLCROFT COLLEGE (INCORPORATED) LIMITED,Special Colleges,380,87,0,0,0,13,280,94,0,0,0,6,270,87,0,4,0,10
10003089,HILLINGDON LONDON BOROUGH COUNCIL,Other Public Funded,1070,6,38,31,23,2,940,5,28,44,22,1,730,10,82,0,5,3
10003093,HILLINGDON TRAINING LIMITED,Private Sector Public Funded,290,77,9,0,0,15,120,16,0,36,0,48,100,59,25,0,0,16
10003094,HILLS ROAD SIXTH FORM COLLEGE,Other,770,0,0,0,0,100,x,x,x,x,x,x,20,0,0,100,0,0
10003103,HINWICK HALL COLLEGE,Other Public Funded,10,100,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.
10012467,HIT TRAINING LTD,Private Sector Public Funded,10910,5,44,31,12,7,9410,2,39,31,18,9,8380,3,9,58,7,22
10044778,HOB SALONS LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,40,0,0,100,0,0
10003128,HOLY CROSS COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003136,HOMEFIELD COLLEGE,Private Sector Public Funded,x,x,x,x,x,x,20,100,0,0,0,0,20,100,0,0,0,0
10011941,HONDA MOTOR EUROPE LIMITED,Private Sector Public Funded,60,0,54,0,46,0,80,0,0,0,64,36,60,47,0,0,0,53
10036333,HOOPLE LTD,Private Sector Public Funded,390,17,0,43,18,21,290,18,30,0,0,52,230,0,0,21,17,62
10003146,HOPWOOD HALL COLLEGE,General FE College incl Tertiary,4400,13,48,1,22,15,3240,1,38,47,3,11,2120,1,29,13,24,32
10003162,HOSPITALITY TRAINING PARTNERSHIP (IOW) LIMITED,Private Sector Public Funded,710,7,45,15,5,28,510,27,35,8,0,29,570,15,23,18,0,44
10003165,HOUNSLOW LONDON BOROUGH COUNCIL,Other Public Funded,1530,20,25,11,32,13,1100,32,48,20,0,1,1050,32,53,0,0,15
10005426,HOUSE OF CLIVE (HAIR AND BEAUTY) LIMITED,Private Sector Public Funded,380,33,0,0,37,30,420,36,6,23,0,35,410,28,29,0,0,42
10029358,HOUSING & CARE 21,Private Sector Public Funded,160,0,0,0,87,13,110,0,0,0,0,100,.,.,.,.,.,.
10011240,HSBC BANK PLC,Private Sector Public Funded,470,0,0,0,0,100,250,0,0,0,91,9,280,0,0,0,85,15
10003188,HUDDERSFIELD NEW COLLEGE,Other,10,100,0,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x
10003190,HUDDERSFIELD TEXTILE TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,10,0,100,0,0,0,20,45,0,55,0,0
10003192,HUDSON & HUGHES TRAINING LIMITED,Private Sector Public Funded,220,0,0,74,0,26,260,16,44,13,0,27,130,79,0,21,0,0
10003193,HUGH BAIRD COLLEGE,General FE College incl Tertiary,1660,23,14,26,19,19,1370,38,1,33,10,18,1070,11,36,19,22,12
10003197,HULL BUSINESS TRAINING CENTRE LIMITED,Private Sector Public Funded,180,0,0,43,0,57,150,53,0,22,0,25,180,15,0,0,6,79
10003200,HULL COLLEGE,General FE College incl Tertiary,9940,30,19,24,16,10,8080,38,29,10,13,10,6250,4,10,22,48,16
10003207,HUMBER LEARNING CONSORTIUM,Private Sector Public Funded,40,100,0,0,0,0,330,32,25,22,20,0,230,54,0,33,0,13
10003206,HUMBERSIDE ENGINEERING TRAINING ASSOCIATION LIMITED,Private Sector Public Funded,160,0,0,0,0,100,140,0,0,0,70,30,200,0,0,0,0,100
10007949,HUNTINGDONSHIRE REGIONAL COLLEGE,General FE College incl Tertiary,3720,11,18,7,20,44,2860,6,12,26,44,12,1760,15,5,6,16,58
10003219,HYA TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10029116,ICOCO TRAINING LIMITED,Private Sector Public Funded,10,0,0,0,0,100,.,.,.,.,.,.,.,.,.,.,.,.
10003240,ICON VOCATIONAL TRAINING LIMITED,Private Sector Public Funded,500,3,0,0,27,69,390,0,0,47,3,50,480,0,0,0,24,76
10022627,IMPACT LEARNING & DATA SOLUTIONS LIMITED,Private Sector Public Funded,270,6,0,0,0,94,360,42,0,21,37,0,910,40,0,28,28,4
10003279,IN TOUCH CARE LIMITED,Private Sector Public Funded,350,19,0,0,0,81,160,0,0,0,0,100,220,56,32,0,0,12
10003280,IN-COMM TRAINING AND BUSINESS SERVICES LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,110,0,0,51,0,49
10003281,IN-COMM TRAINING SERVICES LIMITED,Private Sector Public Funded,70,25,15,0,0,59,90,0,0,41,0,59,.,.,.,.,.,.
10003289,INDEPENDENT TRAINING SERVICES LIMITED,Private Sector Public Funded,230,37,16,6,0,40,220,55,0,11,34,0,350,0,34,25,10,31
10007755,INGEUS TRAINING LIMITED,Private Sector Public Funded,2470,72,6,10,7,4,1680,61,8,5,6,19,880,5,17,29,37,13
10010940,INSPIRE 2 INDEPENDENCE (I2I) LTD,Private Sector Public Funded,1140,88,0,8,0,4,650,80,0,4,0,15,560,71,0,4,6,19
10013106,INSTITUTE OF SWIMMING LIMITED,Private Sector Public Funded,190,49,0,0,41,9,320,0,28,0,0,72,110,0,55,30,0,15
10003347,INTEC BUSINESS COLLEGES LIMITED,Private Sector Public Funded,1390,0,13,0,74,14,1550,12,1,2,50,36,1080,5,0,27,56,12
10003354,INTER TRAINING SERVICES LIMITED,Private Sector Public Funded,30,0,0,0,55,45,30,41,0,0,0,59,50,0,38,0,0,62
10013539,INTERACTIVE DEVELOPMENT EDUCATION LIMITED,Private Sector Public Funded,270,0,19,19,40,21,290,12,16,15,5,52,270,0,32,25,13,30
10025078,INTERSERVE (FACILITIES MANAGEMENT) LTD,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10034022,INTROTRAIN (ACE) LIMITED,Private Sector Public Funded,70,0,26,49,0,25,80,0,27,0,0,73,140,0,43,0,0,57
10003382,INTUITIONS LIMITED,Private Sector Public Funded,160,8,50,0,0,41,110,34,0,10,0,56,110,11,33,0,10,45
10003385,IPS INTERNATIONAL LIMITED,Private Sector Public Funded,860,6,20,18,43,14,700,24,13,24,20,19,690,24,40,15,0,22
10003406,ISLE OF WIGHT COLLEGE,General FE College incl Tertiary,2420,10,2,1,18,68,2240,11,1,9,38,41,1560,4,3,11,9,73
10003407,ISLE OF WIGHT COUNCIL,Other Public Funded,210,84,0,16,0,0,50,0,38,62,0,0,80,0,0,37,51,12
10003414,ISLINGTON LONDON BOROUGH COUNCIL,Other Public Funded,770,58,0,17,22,3,870,65,10,0,22,2,750,77,0,21,0,2
10027719,ISS UK LIMITED,Private Sector Public Funded,40,50,0,0,0,50,x,x,x,x,x,x,x,x,x,x,x,x
10003427,ITCHEN COLLEGE,Other,200,10,35,16,40,0,160,7,25,0,30,37,110,73,10,0,0,17
10003430,ITEC NORTH EAST LIMITED,Private Sector Public Funded,970,72,12,7,0,9,710,69,0,0,17,14,680,64,1,0,10,25
10036282,ITS TRAINING LTD,Private Sector Public Funded,90,18,0,14,34,34,90,0,0,0,39,61,70,0,0,17,31,52
10033758,IXION HOLDINGS (CONTRACTS) LIMITED,Private Sector Public Funded,2040,15,3,25,6,52,1850,27,15,0,3,55,2130,25,13,10,8,43
10027031,J D WETHERSPOON PLC,Private Sector Public Funded,130,24,0,0,63,13,70,0,0,0,75,25,.,.,.,.,.,.
10019114,JACKIE EVERETT,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10009671,JAGUAR LAND ROVER HOLDINGS LIMITED,Private Sector Public Funded,90,40,60,0,0,0,90,53,0,47,0,0,150,10,0,0,35,55
10007951,JANARD TRAINING AND ASSESSMENT CENTRE LIMITED,Private Sector Public Funded,150,51,0,0,0,49,170,0,53,0,0,47,60,0,0,28,0,72
10042190,JANCETT CHILDCARE & JACE TRAINING LIMITED,Private Sector Public Funded,160,65,14,0,21,0,190,69,0,0,7,23,160,64,0,0,13,23
10003456,JARVIS TRAINING MANAGEMENT LIMITED,Private Sector Public Funded,1540,58,7,10,12,13,1270,88,7,1,0,3,1320,76,1,14,0,9
10019314,JBC COMPUTER TRAINING LIMITED,Private Sector Public Funded,.,.,.,.,.,.,20,0,100,0,0,0,20,100,0,0,0,0
10021254,JFC  TRAINING COLLEGE LTD,Private Sector Public Funded,.,.,.,.,.,.,90,0,100,0,0,0,150,0,90,0,10,0
10006710,JGA LIMITED,Private Sector Public Funded,350,21,0,35,5,39,300,55,0,0,0,45,510,91,3,0,2,4
10003471,JIGSAW TRAINING LIMITED,Private Sector Public Funded,110,0,0,0,0,100,.,.,.,.,.,.,.,.,.,.,.,.
10003478,JOBWISE TRAINING LIMITED,Private Sector Public Funded,380,0,25,35,0,40,380,52,3,6,25,14,280,11,5,33,40,11
10040271,JOHN FRANK TRAINING LTD,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,660,91,5,2,2,0
10003490,JOHN LAING TRAINING LIMITED,Private Sector Public Funded,10,0,0,0,0,100,80,100,0,0,0,0,80,20,62,0,0,18
10003491,JOHN LEGGOTT SIXTH FORM COLLEGE,Other,10,0,100,0,0,0,30,43,0,0,0,57,30,47,53,0,0,0
10003500,JOHN RUSKIN COLLEGE,Other,70,33,43,0,0,24,270,23,35,16,5,21,710,70,17,3,0,10
10003508,JOINT LEARNING PARTNERSHIP LIMITED,Private Sector Public Funded,1350,9,19,47,12,12,1320,46,7,10,19,17,1090,50,4,20,2,24
10003511,JOSEPH CHAMBERLAIN SIXTH FORM COLLEGE,Other,530,86,2,0,3,9,980,62,0,0,10,28,830,75,0,22,0,3
10003526,JTL,Private Sector Public Funded,1110,78,0,0,12,9,980,3,78,2,13,4,1080,0,79,0,14,7
10003529,JUNIPER TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,30,39,0,61,0,0,50,0,48,0,52,0
10033723,K & G HAIR LLP,Private Sector Public Funded,90,72,0,0,0,28,110,84,0,0,0,16,60,76,0,0,0,24
10000446,KAPLAN FINANCIAL LIMITED,Private Sector Public Funded,3350,6,47,0,34,12,3370,22,34,0,27,17,3030,21,0,25,4,49
10016742,KATS LTD,Private Sector Public Funded,30,100,0,0,0,0,x,x,x,x,x,x,.,.,.,.,.,.
10003571,KEITS TRAINING SERVICES LTD,Private Sector Public Funded,690,35,13,24,17,10,700,22,11,25,26,16,720,60,14,21,0,5
10003558,KENDAL COLLEGE,General FE College incl Tertiary,1240,2,24,22,2,51,920,14,7,6,24,48,880,5,6,0,26,63
10003564,KENSINGTON AND CHELSEA COLLEGE,General FE College incl Tertiary,3160,28,32,19,0,21,2720,51,7,33,0,10,1450,63,11,14,6,5
10003570,KENT COUNTY COUNCIL,Other Public Funded,3630,3,10,27,50,10,2760,2,12,38,36,12,2310,1,3,49,35,11
10030877,KENTUCKY FRIED CHICKEN (GREAT BRITAIN) LIMITED,Private Sector Public Funded,110,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,77,23
10003593,KEY TRAINING LIMITED,Private Sector Public Funded,1260,4,1,0,62,33,1290,6,0,0,57,37,1440,3,0,0,19,78
10003602,KIDDERMINSTER COLLEGE,General FE College incl Tertiary,1350,18,21,2,34,26,.,.,.,.,.,.,.,.,.,.,.,.
10053960,KIDDERMINSTER COLLEGE,General FE College incl Tertiary,.,.,.,.,.,.,.,.,.,.,.,.,880,10,2,40,26,22
10003624,KING EDWARD VI COLLEGE NUNEATON,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003625,KING EDWARD VI COLLEGE STOURBRIDGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003640,KING GEORGE V COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003666,KINGSBURY TRAINING CENTRE LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10003674,KINGSTON COLLEGE,General FE College incl Tertiary,1690,29,30,12,16,13,1210,24,32,11,18,15,1020,19,1,13,34,33
10003676,KINGSTON MAURWARD COLLEGE,Special Colleges,980,23,39,4,5,29,690,5,21,30,10,33,420,6,8,5,57,25
10003198,KINGSTON UPON HULL CITY COUNCIL,Other Public Funded,2430,20,8,35,17,21,2070,11,44,11,12,22,1520,12,4,50,21,13
10003688,KIRKDALE INDUSTRIAL TRAINING SERVICES LIMITED,Private Sector Public Funded,100,0,49,0,0,51,90,43,0,0,57,0,120,0,0,0,48,52
10003189,KIRKLEES COLLEGE,General FE College incl Tertiary,6670,18,10,45,11,16,5120,16,22,37,14,11,3890,2,42,19,32,5
10003692,KIRKLEES METROPOLITAN COUNCIL,Other Public Funded,20,100,0,0,0,0,40,100,0,0,0,0,30,57,43,0,0,0
10003708,KNOWSLEY COMMUNITY COLLEGE,General FE College incl Tertiary,1900,33,30,14,13,10,1350,56,12,2,16,15,1430,44,24,15,0,17
10003709,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,Other Public Funded,530,10,29,34,14,13,450,14,33,0,38,14,490,19,57,0,16,9
10003720,KTS TRAINING (2002) LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003724,KWIK-FIT (GB) LIMITED,Private Sector Public Funded,220,0,0,100,0,0,160,0,92,0,0,8,90,0,100,0,0,0
10003728,L.I.T.S. LIMITED,Private Sector Public Funded,40,0,0,0,46,54,40,0,0,0,50,50,20,0,0,0,0,100
10003744,LAGAT LIMITED,Private Sector Public Funded,190,21,35,10,0,33,270,43,13,18,0,26,220,61,0,0,7,33
10003753,LAKES COLLEGE WEST CUMBRIA,General FE College incl Tertiary,2640,41,18,5,26,9,2190,39,27,4,1,29,1570,17,15,15,21,32
10040375,LAKESIDE EARLY ADULT PROVISION - LEAP COLLEGE (WARGRAVE HOUSE LTD),Other Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10003755,LAMBETH COLLEGE,General FE College incl Tertiary,7440,6,46,22,7,19,7220,17,24,25,24,10,5250,7,31,50,9,3
10003995,LAMBETH LONDON BOROUGH COUNCIL,Other Public Funded,1320,80,13,4,0,3,1020,83,0,0,3,14,900,55,43,0,0,1
10003765,LANCASHIRE COUNTY COUNCIL,Other Public Funded,3060,53,21,14,7,6,2450,49,31,15,2,3,.,.,.,.,.,.
10003768,LANCASTER AND MORECAMBE COLLEGE,General FE College incl Tertiary,2170,10,4,11,40,35,1690,2,19,6,40,33,1720,3,7,19,28,43
10003771,LANCASTER TRAINING SERVICES LIMITED,Private Sector Public Funded,40,45,0,0,0,55,x,x,x,x,x,x,50,0,0,46,0,54
10003774,LANDMARKS,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003775,LANGDON COLLEGE,Private Sector Public Funded,10,100,0,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x
10022654,LAWN TENNIS ASSOCIATION LIMITED,Private Sector Public Funded,100,89,0,0,0,11,110,100,0,0,0,0,90,84,0,0,0,16
10027803,LD TRAINING SERVICES LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,110,100,0,0,0,0
10003808,LEAGUE FOOTBALL EDUCATION,Private Sector Public Funded,640,100,0,0,0,0,600,100,0,0,0,0,630,100,0,0,0,0
10003816,LEARNDIRECT LIMITED,Private Sector Public Funded,92360,16,7,63,5,8,78170,21,6,46,21,7,59390,15,63,21,0,0
